"Story","Title","Result","Date","Stability","Duration (s)"
"Cdas","Cdas - Completo","SUCCESS","2020-03-26T22:13:56.468-05:00[America/Bogota]","0.0","1223.51"
"Cdas","Cdas - Incompleto","ERROR","2020-03-26T22:34:19.981-05:00[America/Bogota]","0.0","829.59"
"Cdas","Cdas - Excepcion","FAILURE","2020-03-26T22:48:09.69-05:00[America/Bogota]","0.0","1201.54"
