"Story","Title","Result","Date","Stability","Duration (s)"
"Creacion credito nuevo finsonet","Creacion nuevo credito","SUCCESS","2020-03-26T14:20:55.005-05:00[America/Bogota]","0.0","62.75"
"Creacion credito nuevo finsonet","Creacion nuevo credito huy","SUCCESS","2020-03-26T14:21:57.772-05:00[America/Bogota]","0.0","57.14"
"Creacion credito nuevo finsonet","Creacion nuevo credito - Campos faltantes","SUCCESS","2020-03-26T14:22:54.922-05:00[America/Bogota]","0.0","46.3"
